PMID,year,journal,title,sentence_count,species_context,genes,themes
22048639,2012,TAG. Theoretical and applied genetics. Theoretische und angewandte Genetik,Mapping and pyramiding of two major genes for resistance to the brown planthopper (Nilaparvata lugens [Stål]) in the rice cultivar ADR52.,17,BPH;WBPH,Bph26;Bph1;Bph2;Bph25;Bph18;Bph21;Bph10;Bph16;Bph9;Bph20,宿主免疫、肽信号与昆虫效应子;遗传定位、克隆与抗源部署
22558386,2012,PloS one,silencing COI1 in rice increases susceptibility to chewing insects and impairs inducible defense.,9,BPH,OsCOI1,激素、氧化还原与信号调控;韧皮部取食界面与结构防御
22038433,2012,TAG. Theoretical and applied genetics. Theoretische und angewandte Genetik,Development and characterization of japonica rice lines carrying the brown planthopper-resistance genes BPH12 and BPH6.,7,BPH,Bph12;Bph6,遗传定位、克隆与抗源部署
23204257,2012,DNA research : an international journal for rapid publication of reports on genes and genomes,"A simple sequence repeat- and single-nucleotide polymorphism-based genetic linkage map of the brown planthopper, Nilaparvata lugens.",5,BPH,,宿主免疫、肽信号与昆虫效应子;病毒-媒介-水稻三方互作
21688166,2012,Transgenic research,"Bt rice expressing Cry1Ab does not stimulate an outbreak of its non-target herbivore, Nilaparvata lugens.",4,BPH,,生长防御权衡与农艺环境
22083132,2012,Planta,Microarray analysis of broad-spectrum resistance derived from an indica cultivar Rathu Heenati.,3,BPH,Bph3,遗传定位、克隆与抗源部署
22593700,2012,TheScientificWorldJournal,"Genetic dissection of sympatric populations of brown planthopper, Nilaparvata lugens (Stål), using DALP-PCR molecular markers.",1,BPH,,
27234234,2012,"Rice (New York, N.Y.)",Differential gene expression in gall midge susceptible rice genotypes revealed by suppressive subtraction hybridization (SSH) cDNA libraries and microarray analysis.,1,BPH,,生长防御权衡与农艺环境
22519706,2012,The Plant journal : for cell and molecular biology,The rice hydroperoxide lyase OsHPL3 functions in defense responses by modulating the oxylipin pathway.,1,BPH,OsHPL3,
22934042,2012,Frontiers in physiology,A novel member of the trehalose transporter family functions as an h(+)-dependent trehalose transporter in the reabsorption of trehalose in malpighian tubules.,1,BPH,,
22412935,2012,PloS one,Characterization and comparative analysis of small RNAs in three small RNA libraries of the brown planthopper (Nilaparvata lugens).,1,BPH,,生长防御权衡与农艺环境;韧皮部取食界面与结构防御
21779386,2011,PloS one,Brown planthopper (N. lugens Stal) feeding behaviour on rice germplasm as an indicator of resistance.,12,BPH,Bph1;Bph19;Bph2;Bph3;Bph4,宿主免疫、肽信号与昆虫效应子;生长防御权衡与农艺环境;韧皮部取食界面与结构防御
24149031,2011,Emerging health threats journal,Use of media and public-domain Internet sources for detection and assessment of plant health threats.,5,BPH,,生长防御权衡与农艺环境;病毒-媒介-水稻三方互作
22174925,2011,PloS one,Distinct expression profiles and different functions of odorant binding proteins in Nilaparvata lugens Stål.,4,BPH,,次生代谢与挥发性防御;病毒-媒介-水稻三方互作
22208615,2011,BMC molecular biology,"Fork head transcription factor is required for ovarian mature in the brown planthopper, Nilaparvata lugens (Stål).",3,BPH,,病毒-媒介-水稻三方互作;韧皮部取食界面与结构防御
21655219,2011,PloS one,Knockdown of midgut genes by dsRNA-transgenic plant-mediated RNA interference in the hemipteran insect Nilaparvata lugens.,2,BPH,,生长防御权衡与农艺环境
21254325,2011,Pest management science,"Biological effects of rice harbouring Bph14 and Bph15 on brown planthopper, Nilaparvata lugens.",2,BPH,Bph14;Bph15,遗传定位、克隆与抗源部署
21411180,2011,Journal of plant physiology,Nitric oxide production is associated with response to brown planthopper infestation in rice.,1,BPH,,激素、氧化还原与信号调控
21384112,2011,TAG. Theoretical and applied genetics. Theoretische und angewandte Genetik,"Fine mapping of qSTV11(KAS), a major QTL for rice stripe disease resistance.",1,BPH,,遗传定位、克隆与抗源部署
21831212,2011,The Plant journal : for cell and molecular biology,"An EAR-motif-containing ERF transcription factor affects herbivore-induced signaling, defense and resistance in rice.",1,BPH,OsERF3,
21487048,2011,Plant physiology,The Bphi008a gene interacts with the ethylene pathway and transcriptionally regulates MAPK genes in the response of rice to brown planthopper feeding.,1,BPH,,激素、氧化还原与信号调控
20936879,2010,Journal of proteome research,Revealing different systems responses to brown planthopper infestation for pest susceptible and resistant rice plants with the combined metabonomic and gene-expression analysis.,4,BPH,,
21151909,2010,PloS one,Transcriptome analysis of the brown planthopper Nilaparvata lugens.,4,BPH,,生长防御权衡与农艺环境;病毒-媒介-水稻三方互作;韧皮部取食界面与结构防御
20969806,2010,BMC plant biology,Differential expression pattern of an acidic 9/13-lipoxygenase in flower opening and senescence and in leaf response to phloem feeders in the tea plant.,2,BPH,OsLOX1,韧皮部取食界面与结构防御
20680611,2010,TAG. Theoretical and applied genetics. Theoretische und angewandte Genetik,High-resolution mapping of the brown planthopper resistance gene Bph6 in rice and characterizing its resistance in the 9311 and Nipponbare near isogenic backgrounds.,2,BPH,Bph6,遗传定位、克隆与抗源部署
19891707,2010,The Plant journal : for cell and molecular biology,"Role of hydroperoxide lyase in white-backed planthopper (Sogatella furcifera Horváth)-induced resistance to bacterial blight in rice, Oryza sativa L.",1,BPH;WBPH,,
20396978,2010,Molecular biotechnology,Screening of IR50 x Rathu Heenati F7 RILs and identification of SSR markers linked to brown planthopper (Nilaparvata lugens Stål) resistance in rice (Oryza sativa L.).,1,BPH,,遗传定位、克隆与抗源部署
20018701,2009,Proceedings of the National Academy of Sciences of the United States of America,"Identification and characterization of Bph14, a gene conferring resistance to brown planthopper in rice.",4,BPH,Bph14,遗传定位、克隆与抗源部署
19669727,2009,TAG. Theoretical and applied genetics. Theoretische und angewandte Genetik,"High-resolution mapping of two rice brown planthopper resistance genes, Bph20(t) and Bph21(t), originating from Oryza minuta.",3,BPH,Bph20;Bph21,遗传定位、克隆与抗源部署
19405033,2009,Proteomics,Understanding rice plant resistance to the Brown Planthopper (Nilaparvata lugens): a proteomic approach.,2,BPH,Bph15,遗传定位、克隆与抗源部署
19656341,2009,The Plant journal : for cell and molecular biology,"Silencing OsHI-LOX makes rice more susceptible to chewing herbivores, but enhances resistance to a phloem feeder.",1,BPH,OsHI-LOX,激素、氧化还原与信号调控;韧皮部取食界面与结构防御
19490167,2009,Hereditas,The distribution and identification of brown planthopper resistance genes in rice.,1,BPH,,遗传定位、克隆与抗源部署
18854007,2008,BMC plant biology,Transgenic rice expressing Allium sativum leaf agglutinin (ASAL) exhibits high-level resistance against major sap-sucking pests.,19,BPH;WBPH,ASAL;asal;GNA,遗传定位、克隆与抗源部署;韧皮部取食界面与结构防御
18315884,2008,BMC genomics,Annotated ESTs from various tissues of the brown planthopper Nilaparvata lugens: a genomic resource for studying agricultural pests.,6,BPH,,宿主免疫、肽信号与昆虫效应子;病毒-媒介-水稻三方互作
18052889,2008,Molecular plant-microbe interactions : MPMI,Responses of two contrasting genotypes of rice to brown planthopper.,3,BPH,,
18612237,2008,Molecules and cells,"Fine mapping of the rice Bph1 gene, which confers resistance to the brown planthopper (Nilaparvata lugens stal), and development of STS markers for marker-assisted selection.",3,BPH,Bph1,遗传定位、克隆与抗源部署
18245456,2008,Plant physiology,Herbivore-induced callose deposition on the sieve plates of rice: an important mechanism for host resistance.,2,BPH,,韧皮部取食界面与结构防御
18185911,2008,Plant molecular biology,A novel lipoxygenase gene from developing rice seeds confers dual position specificity and responds to wounding and insect attack.,1,BPH,OsLOX1,
18553105,2008,Molecular genetics and genomics : MGG,Molecular tagging of the Bph1 locus for resistance to brown planthopper (Nilaparvata lugens Stål) through representational difference analysis.,1,BPH,Bph1,遗传定位、克隆与抗源部署
17585380,2007,TAG. Theoretical and applied genetics. Theoretische und angewandte Genetik,The identification of candidate rice genes that confer resistance to the brown planthopper (Nilaparvata lugens) through representational difference analysis.,2,BPH,Bph1,遗传定位、克隆与抗源部署
17567441,2007,Hereditas,Identification of quantitative trait loci associated with resistance to brown planthopper in the indica rice cultivar Col.5 Thailand.,2,BPH,,遗传定位、克隆与抗源部署
18399471,2007,Communications in agricultural and applied biological sciences,Effects of alpha-mangostin from mangosteen pericarp extract and imidacloprid on Nilaparvata lugens (Stal.) and non-target organisms: toxicity and detoxification mechanism.,1,BPH,,
16240104,2006,TAG. Theoretical and applied genetics. Theoretische und angewandte Genetik,"High-resolution mapping of a new brown planthopper (BPH) resistance gene, Bph18(t), and marker-assisted selection for BPH resistance in rice (Oryza sativa L.).",4,BPH,Bph18,遗传定位、克隆与抗源部署
16395578,2006,Molecular genetics and genomics : MGG,Genetic analysis and fine mapping of a rice brown planthopper (Nilaparvata lugens Stål) resistance gene bph19(t).,3,BPH,Bph19,遗传定位、克隆与抗源部署
16939006,2006,Yi chuan xue bao = Acta genetica Sinica,Mapping and marker-assisted selection of a brown planthopper resistance gene bph2 in rice (Oryza sativa L.).,2,BPH,Bph2,遗传定位、克隆与抗源部署
16553215,2006,Yi chuan xue bao = Acta genetica Sinica,"SSR mapping of brown planthopper resistance gene Bph9 in Kaharamana, an Indica rice (Oryza sativa L.).",2,BPH,Bph9,遗传定位、克隆与抗源部署
15898115,2005,Archives of insect biochemistry and physiology,"Molecular dynamics of detoxification and toxin-tolerance genes in brown planthopper (Nilaparvata lugens Stål., Homoptera: Delphacidae) feeding on resistant rice plants.",4,BPH,,
16323277,2005,Journal of plant physiology,Construction of suppression subtractive hybridization libraries and identification of brown planthopper-induced genes.,2,BPH,,
16258238,2005,Molecules and cells,Identification of a rice gene (Bph 1) conferring resistance to brown planthopper (Nilaparvata lugens Stal) using STS markers.,2,BPH,,
16176108,2005,Sheng wu gong cheng xue bao = Chinese journal of biotechnology,[Cloning of a rice gene encoding a putative BPH-inducible GST-like protein].,1,BPH,,遗传定位、克隆与抗源部署
15002664,2004,Journal of plant physiology,Differential gene expression in response to brown planthopper feeding in rice.,2,BPH,,
15032948,2004,Hereditas,Marker-assisted pyramiding of brown planthopper (Nilaparvata lugens Stål) resistance genes Bph1 and Bph2 on rice chromosome 12.,2,BPH,Bph1;Bph2,遗传定位、克隆与抗源部署
15599027,2004,Zhi wu sheng li yu fen zi sheng wu xue xue bao = Journal of plant physiology and molecular biology,[Isolation of rice genes down-regulated by brown planthopper infestation by suppression subtractive hybridization].,1,BPH,,
15549231,2004,TAG. Theoretical and applied genetics. Theoretische und angewandte Genetik,High-resolution genetic mapping at the Bph15 locus for brown planthopper resistance in rice (Oryza sativa L.).,1,BPH,Bph15,遗传定位、克隆与抗源部署
17156035,2003,Plant biotechnology journal,Transgenic indica rice resistant to sap-sucking insects.,1,BPH,,
12764581,2003,TAG. Theoretical and applied genetics. Theoretische und angewandte Genetik,"Alien genes introgression and development of monosomic alien addition lines from Oryza latifolia Desv. to rice, Oryza sativa L.",1,BPH;WBPH,,遗传定位、克隆与抗源部署
12580278,2003,Molecular plant-microbe interactions : MPMI,"Candidate defense genes from rice, barley, and maize and their association with qualitative and quantitative resistance in rice.",1,BPH,,遗传定位、克隆与抗源部署
14636998,2003,Gene,Construction of a genomic library of wild rice and Agrobacterium-mediated transformation of large insert DNA linked to BPH resistance locus.,1,BPH,,遗传定位、克隆与抗源部署
12184487,2002,Hereditas,Molecular mapping and genetic analysis of a rice brown planthopper (Nilaparvata lugens Stål) resistance gene.,2,BPH,,遗传定位、克隆与抗源部署
12582694,2002,TAG. Theoretical and applied genetics. Theoretische und angewandte Genetik,RFLP-facilitated investigation of the quantitative resistance of rice to brown planthopper ( Nilaparvata lugens).,1,BPH,,遗传定位、克隆与抗源部署
11767535,2000,Ying yong sheng tai xue bao = The journal of applied ecology,[Tolerance of various geographic populations of brown planthopper to adverse environmental stresses].,1,BPH,Bph1;Bph2;Bph3,
9753773,1998,The Plant journal : for cell and molecular biology,Expression of snowdrop lectin (GNA) in transgenic rice plants confers resistance to rice brown planthopper.,2,BPH,GNA;gna,韧皮部取食界面与结构防御
24221103,1990,TAG. Theoretical and applied genetics. Theoretische und angewandte Genetik,"Introgression of genes from Oryza officinalis Well ex Watt to cultivated rice, O. sativa L.",1,BPH;WBPH,,遗传定位、克隆与抗源部署
19287605,1989,Journal of nematology,Agamermis unka (Mermithidae) Parasitism of Nilaparvata lugens in Rice Fields in Korea.,1,BPH,,生长防御权衡与农艺环境
